kind,dataset,model,method,seed,status,metric_name,metric_value,expected_rows,actual_rows,path
training,mmlu,Qwen3-8B,contrastive_logprob_recon,4,complete,knn_auroc,0.8218871991426795,,,runs/baseline_comparison_mmlu_qwen3/mmlu_qwen3/contrastive_logprob_recon/seed_4
training,mmlu,Qwen3-8B,linear_probe,0,complete,auroc,0.7717110554239908,,,runs/baseline_comparison_mmlu_qwen3/mmlu_qwen3/linear_probe/seed_0
training,mmlu,Qwen3-8B,linear_probe,1,complete,auroc,0.7741415146131423,,,runs/baseline_comparison_mmlu_qwen3/mmlu_qwen3/linear_probe/seed_1
training,mmlu,Qwen3-8B,linear_probe,2,complete,auroc,0.7683664518638416,,,runs/baseline_comparison_mmlu_qwen3/mmlu_qwen3/linear_probe/seed_2
training,mmlu,Qwen3-8B,linear_probe,3,complete,auroc,0.7769178799548652,,,runs/baseline_comparison_mmlu_qwen3/mmlu_qwen3/linear_probe/seed_3
training,mmlu,Qwen3-8B,linear_probe,4,complete,auroc,0.7766383189062276,,,runs/baseline_comparison_mmlu_qwen3/mmlu_qwen3/linear_probe/seed_4
training,mmlu,Qwen3-8B,token_entropy,,complete,mean_logprob_auroc,0.6200613413663243,,,runs/baseline_comparison_mmlu_qwen3/mmlu_qwen3/token_entropy
training,mmlu,Qwen3-8B,token_entropy,,complete,min_logprob_auroc,0.6245231762186735,,,runs/baseline_comparison_mmlu_qwen3/mmlu_qwen3/token_entropy
training,mmlu,Qwen3-8B,logprob_baseline,,complete,mean_logprob_auroc,0.6200613413663243,,,runs/baseline_comparison_mmlu_qwen3/mmlu_qwen3/logprob_baseline
training,mmlu,Qwen3-8B,logprob_baseline,,complete,perplexity_auroc,0.6200613413663243,,,runs/baseline_comparison_mmlu_qwen3/mmlu_qwen3/logprob_baseline
training,mmlu,Qwen3-8B,logprob_baseline,,complete,seq_logprob_auroc,0.6200613413663243,,,runs/baseline_comparison_mmlu_qwen3/mmlu_qwen3/logprob_baseline
training,mmlu,Qwen3-8B,saplma,0,complete,auroc,0.6189096713942196,,,runs/baseline_comparison_mmlu_qwen3/mmlu_qwen3/saplma/seed_0
training,mmlu,Qwen3-8B,saplma,1,complete,auroc,0.658338921177965,,,runs/baseline_comparison_mmlu_qwen3/mmlu_qwen3/saplma/seed_1
training,mmlu,Qwen3-8B,saplma,2,complete,auroc,0.6446672717070038,,,runs/baseline_comparison_mmlu_qwen3/mmlu_qwen3/saplma/seed_2
training,mmlu,Qwen3-8B,saplma,3,complete,auroc,0.6196693481568216,,,runs/baseline_comparison_mmlu_qwen3/mmlu_qwen3/saplma/seed_3
training,mmlu,Qwen3-8B,saplma,4,complete,auroc,0.631369889654418,,,runs/baseline_comparison_mmlu_qwen3/mmlu_qwen3/saplma/seed_4
training,mmlu,Qwen3-8B,llmsknow_probe,0,complete,auroc,0.7901357491729653,,,runs/baseline_comparison_mmlu_qwen3/mmlu_qwen3/llmsknow_probe/seed_0
training,mmlu,Qwen3-8B,llmsknow_probe,0,complete,sweep_best_dev_auroc,0.7982069253921509,,,runs/baseline_comparison_mmlu_qwen3/mmlu_qwen3/llmsknow_probe/seed_0
training,mmlu,Qwen3-8B,llmsknow_probe,1,complete,auroc,0.8201531103192465,,,runs/baseline_comparison_mmlu_qwen3/mmlu_qwen3/llmsknow_probe/seed_1
training,mmlu,Qwen3-8B,llmsknow_probe,1,complete,sweep_best_dev_auroc,0.8268618583679199,,,runs/baseline_comparison_mmlu_qwen3/mmlu_qwen3/llmsknow_probe/seed_1
training,mmlu,Qwen3-8B,llmsknow_probe,2,complete,auroc,0.7842619284445262,,,runs/baseline_comparison_mmlu_qwen3/mmlu_qwen3/llmsknow_probe/seed_2
training,mmlu,Qwen3-8B,llmsknow_probe,2,complete,sweep_best_dev_auroc,0.8289904594421387,,,runs/baseline_comparison_mmlu_qwen3/mmlu_qwen3/llmsknow_probe/seed_2
training,mmlu,Qwen3-8B,llmsknow_probe,3,complete,auroc,0.7602500653322015,,,runs/baseline_comparison_mmlu_qwen3/mmlu_qwen3/llmsknow_probe/seed_3
training,mmlu,Qwen3-8B,llmsknow_probe,3,complete,sweep_best_dev_auroc,0.856355607509613,,,runs/baseline_comparison_mmlu_qwen3/mmlu_qwen3/llmsknow_probe/seed_3
training,mmlu,Qwen3-8B,llmsknow_probe,4,complete,auroc,0.7807436121313289,,,runs/baseline_comparison_mmlu_qwen3/mmlu_qwen3/llmsknow_probe/seed_4
training,mmlu,Qwen3-8B,llmsknow_probe,4,complete,sweep_best_dev_auroc,0.8232901096343994,,,runs/baseline_comparison_mmlu_qwen3/mmlu_qwen3/llmsknow_probe/seed_4
training,mmlu,Qwen3-8B,icr_probe,0,running,,,,,runs/baseline_comparison_mmlu_qwen3/mmlu_qwen3/icr_probe/seed_0
training,mmlu,Qwen3-8B,icr_probe,1,running,,,,,runs/baseline_comparison_mmlu_qwen3/mmlu_qwen3/icr_probe/seed_1
training,mmlu,Qwen3-8B,icr_probe,2,running,,,,,runs/baseline_comparison_mmlu_qwen3/mmlu_qwen3/icr_probe/seed_2
training,mmlu,Qwen3-8B,icr_probe,3,running,,,,,runs/baseline_comparison_mmlu_qwen3/mmlu_qwen3/icr_probe/seed_3
training,mmlu,Qwen3-8B,icr_probe,4,running,,,,,runs/baseline_comparison_mmlu_qwen3/mmlu_qwen3/icr_probe/seed_4
training,mmlu_qwen3_memmap,Qwen3-8B,contrastive_logprob_recon,0,complete,cosine_auroc,0.7632813764700954,,,runs/baseline_comparison_mmlu_qwen3_memmap/mmlu_qwen3_memmap/contrastive_logprob_recon/seed_0
training,mmlu_qwen3_memmap,Qwen3-8B,contrastive_logprob_recon,0,complete,mahalanobis_auroc,0.7749430058282272,,,runs/baseline_comparison_mmlu_qwen3_memmap/mmlu_qwen3_memmap/contrastive_logprob_recon/seed_0
training,mmlu_qwen3_memmap,Qwen3-8B,contrastive_logprob_recon,0,complete,knn_auroc,0.8204700974055745,,,runs/baseline_comparison_mmlu_qwen3_memmap/mmlu_qwen3_memmap/contrastive_logprob_recon/seed_0
training,mmlu_qwen3_memmap,Qwen3-8B,contrastive_logprob_recon,1,complete,cosine_auroc,0.7831234908491544,,,runs/baseline_comparison_mmlu_qwen3_memmap/mmlu_qwen3_memmap/contrastive_logprob_recon/seed_1
training,mmlu_qwen3_memmap,Qwen3-8B,contrastive_logprob_recon,1,complete,mahalanobis_auroc,0.8063885303646285,,,runs/baseline_comparison_mmlu_qwen3_memmap/mmlu_qwen3_memmap/contrastive_logprob_recon/seed_1
training,mmlu_qwen3_memmap,Qwen3-8B,contrastive_logprob_recon,1,complete,knn_auroc,0.8312983835924059,,,runs/baseline_comparison_mmlu_qwen3_memmap/mmlu_qwen3_memmap/contrastive_logprob_recon/seed_1
training,mmlu_qwen3_memmap,Qwen3-8B,contrastive_logprob_recon,2,complete,cosine_auroc,0.795771531360662,,,runs/baseline_comparison_mmlu_qwen3_memmap/mmlu_qwen3_memmap/contrastive_logprob_recon/seed_2
training,mmlu_qwen3_memmap,Qwen3-8B,contrastive_logprob_recon,2,complete,mahalanobis_auroc,0.8088843147284712,,,runs/baseline_comparison_mmlu_qwen3_memmap/mmlu_qwen3_memmap/contrastive_logprob_recon/seed_2
training,mmlu_qwen3_memmap,Qwen3-8B,contrastive_logprob_recon,2,complete,knn_auroc,0.8370215331800119,,,runs/baseline_comparison_mmlu_qwen3_memmap/mmlu_qwen3_memmap/contrastive_logprob_recon/seed_2
training,mmlu_qwen3_memmap,Qwen3-8B,contrastive_logprob_recon,3,complete,cosine_auroc,0.8102306337467273,,,runs/baseline_comparison_mmlu_qwen3_memmap/mmlu_qwen3_memmap/contrastive_logprob_recon/seed_3
training,mmlu_qwen3_memmap,Qwen3-8B,contrastive_logprob_recon,3,complete,mahalanobis_auroc,0.8219425580255412,,,runs/baseline_comparison_mmlu_qwen3_memmap/mmlu_qwen3_memmap/contrastive_logprob_recon/seed_3
training,mmlu_qwen3_memmap,Qwen3-8B,contrastive_logprob_recon,3,complete,knn_auroc,0.8437556753613269,,,runs/baseline_comparison_mmlu_qwen3_memmap/mmlu_qwen3_memmap/contrastive_logprob_recon/seed_3
training,mmlu_qwen3_memmap,Qwen3-8B,contrastive_logprob_recon,4,complete,cosine_auroc,0.7926230450679684,,,runs/baseline_comparison_mmlu_qwen3_memmap/mmlu_qwen3_memmap/contrastive_logprob_recon/seed_4
training,mmlu_qwen3_memmap,Qwen3-8B,contrastive_logprob_recon,4,complete,mahalanobis_auroc,0.8061801137118023,,,runs/baseline_comparison_mmlu_qwen3_memmap/mmlu_qwen3_memmap/contrastive_logprob_recon/seed_4
training,mmlu_qwen3_memmap,Qwen3-8B,contrastive_logprob_recon,4,complete,knn_auroc,0.8336929312348761,,,runs/baseline_comparison_mmlu_qwen3_memmap/mmlu_qwen3_memmap/contrastive_logprob_recon/seed_4
training,mmlu_qwen3_memmap,Qwen3-8B,linear_probe,0,complete,auroc,0.8232921518738416,,,runs/baseline_comparison_mmlu_qwen3_memmap/mmlu_qwen3_memmap/linear_probe/seed_0
training,mmlu_qwen3_memmap,Qwen3-8B,linear_probe,1,complete,auroc,0.8333840864606881,,,runs/baseline_comparison_mmlu_qwen3_memmap/mmlu_qwen3_memmap/linear_probe/seed_1
training,mmlu_qwen3_memmap,Qwen3-8B,linear_probe,2,complete,auroc,0.8289319348003169,,,runs/baseline_comparison_mmlu_qwen3_memmap/mmlu_qwen3_memmap/linear_probe/seed_2
training,mmlu_qwen3_memmap,Qwen3-8B,linear_probe,3,complete,auroc,0.8330530456161993,,,runs/baseline_comparison_mmlu_qwen3_memmap/mmlu_qwen3_memmap/linear_probe/seed_3
training,mmlu_qwen3_memmap,Qwen3-8B,linear_probe,4,complete,auroc,0.8221712301086419,,,runs/baseline_comparison_mmlu_qwen3_memmap/mmlu_qwen3_memmap/linear_probe/seed_4
training,mmlu_qwen3_memmap,Qwen3-8B,token_entropy,,pending,,,,,runs/baseline_comparison_mmlu_qwen3_memmap/mmlu_qwen3_memmap/token_entropy
training,mmlu_qwen3_memmap,Qwen3-8B,logprob_baseline,,pending,,,,,runs/baseline_comparison_mmlu_qwen3_memmap/mmlu_qwen3_memmap/logprob_baseline
training,mmlu_qwen3_memmap,Qwen3-8B,saplma,0,complete,auroc,0.6899292264754404,,,runs/baseline_comparison_mmlu_qwen3_memmap/mmlu_qwen3_memmap/saplma/seed_0
training,mmlu_qwen3_memmap,Qwen3-8B,saplma,1,complete,auroc,0.6919308349425821,,,runs/baseline_comparison_mmlu_qwen3_memmap/mmlu_qwen3_memmap/saplma/seed_1
training,mmlu_qwen3_memmap,Qwen3-8B,saplma,2,complete,auroc,0.6754250042087631,,,runs/baseline_comparison_mmlu_qwen3_memmap/mmlu_qwen3_memmap/saplma/seed_2
training,mmlu_qwen3_memmap,Qwen3-8B,saplma,3,complete,auroc,0.6618420603645784,,,runs/baseline_comparison_mmlu_qwen3_memmap/mmlu_qwen3_memmap/saplma/seed_3
training,mmlu_qwen3_memmap,Qwen3-8B,saplma,4,complete,auroc,0.7020775117501711,,,runs/baseline_comparison_mmlu_qwen3_memmap/mmlu_qwen3_memmap/saplma/seed_4
training,mmlu_qwen3_memmap,Qwen3-8B,llmsknow_probe,0,complete,auroc,0.7222343332534975,,,runs/baseline_comparison_mmlu_qwen3_memmap/mmlu_qwen3_memmap/llmsknow_probe/seed_0
training,mmlu_qwen3_memmap,Qwen3-8B,llmsknow_probe,0,complete,sweep_best_dev_auroc,0.8572247624397278,,,runs/baseline_comparison_mmlu_qwen3_memmap/mmlu_qwen3_memmap/llmsknow_probe/seed_0
training,mmlu_qwen3_memmap,Qwen3-8B,llmsknow_probe,1,complete,auroc,0.8518111103905586,,,runs/baseline_comparison_mmlu_qwen3_memmap/mmlu_qwen3_memmap/llmsknow_probe/seed_1
training,mmlu_qwen3_memmap,Qwen3-8B,llmsknow_probe,1,complete,sweep_best_dev_auroc,0.855516791343689,,,runs/baseline_comparison_mmlu_qwen3_memmap/mmlu_qwen3_memmap/llmsknow_probe/seed_1
training,mmlu_qwen3_memmap,Qwen3-8B,llmsknow_probe,2,complete,auroc,0.8544262441160199,,,runs/baseline_comparison_mmlu_qwen3_memmap/mmlu_qwen3_memmap/llmsknow_probe/seed_2
training,mmlu_qwen3_memmap,Qwen3-8B,llmsknow_probe,2,complete,sweep_best_dev_auroc,0.8584163784980774,,,runs/baseline_comparison_mmlu_qwen3_memmap/mmlu_qwen3_memmap/llmsknow_probe/seed_2
training,mmlu_qwen3_memmap,Qwen3-8B,llmsknow_probe,3,complete,auroc,0.7583434179231368,,,runs/baseline_comparison_mmlu_qwen3_memmap/mmlu_qwen3_memmap/llmsknow_probe/seed_3
training,mmlu_qwen3_memmap,Qwen3-8B,llmsknow_probe,3,complete,sweep_best_dev_auroc,0.8572605848312378,,,runs/baseline_comparison_mmlu_qwen3_memmap/mmlu_qwen3_memmap/llmsknow_probe/seed_3
training,mmlu_qwen3_memmap,Qwen3-8B,llmsknow_probe,4,complete,auroc,0.7734553435280545,,,runs/baseline_comparison_mmlu_qwen3_memmap/mmlu_qwen3_memmap/llmsknow_probe/seed_4
training,mmlu_qwen3_memmap,Qwen3-8B,llmsknow_probe,4,complete,sweep_best_dev_auroc,0.8501379489898682,,,runs/baseline_comparison_mmlu_qwen3_memmap/mmlu_qwen3_memmap/llmsknow_probe/seed_4
training,mmlu_qwen3_memmap,Qwen3-8B,icr_probe,0,complete,auroc,0.5320564800679529,,,runs/baseline_comparison_mmlu_qwen3_memmap/mmlu_qwen3_memmap/icr_probe/seed_0
training,mmlu_qwen3_memmap,Qwen3-8B,icr_probe,1,complete,auroc,0.5280867578489679,,,runs/baseline_comparison_mmlu_qwen3_memmap/mmlu_qwen3_memmap/icr_probe/seed_1
training,mmlu_qwen3_memmap,Qwen3-8B,icr_probe,2,complete,auroc,0.5184497843451824,,,runs/baseline_comparison_mmlu_qwen3_memmap/mmlu_qwen3_memmap/icr_probe/seed_2
training,mmlu_qwen3_memmap,Qwen3-8B,icr_probe,3,complete,auroc,0.5332926431343301,,,runs/baseline_comparison_mmlu_qwen3_memmap/mmlu_qwen3_memmap/icr_probe/seed_3
training,mmlu_qwen3_memmap,Qwen3-8B,icr_probe,4,complete,auroc,0.5320689833212267,,,runs/baseline_comparison_mmlu_qwen3_memmap/mmlu_qwen3_memmap/icr_probe/seed_4
training,mmlu_qwen3_memmap,Qwen3-8B,act_vit,0,complete,auroc,0.6807506710483893,,,runs/baseline_comparison_mmlu_qwen3_memmap/mmlu_qwen3_memmap/act_vit/seed_0
training,mmlu_qwen3_memmap,Qwen3-8B,act_vit,1,complete,auroc,0.6693671670557646,,,runs/baseline_comparison_mmlu_qwen3_memmap/mmlu_qwen3_memmap/act_vit/seed_1
training,mmlu_qwen3_memmap,Qwen3-8B,act_vit,2,failed,,,,,runs/baseline_comparison_mmlu_qwen3_memmap/mmlu_qwen3_memmap/act_vit/seed_2
training,mmlu_qwen3_memmap,Qwen3-8B,act_vit,3,running,,,,,runs/baseline_comparison_mmlu_qwen3_memmap/mmlu_qwen3_memmap/act_vit/seed_3
training,mmlu_qwen3_memmap,Qwen3-8B,act_vit,4,running,,,,,runs/baseline_comparison_mmlu_qwen3_memmap/mmlu_qwen3_memmap/act_vit/seed_4
training,nq,Llama-3.1-8B-Instruct,contrastive_logprob_recon,0,complete,cosine_auroc,0.5164969272848019,,,runs/baseline_comparison_nq/nq/contrastive_logprob_recon/seed_0
training,nq,Llama-3.1-8B-Instruct,contrastive_logprob_recon,0,complete,mahalanobis_auroc,0.5526718708251153,,,runs/baseline_comparison_nq/nq/contrastive_logprob_recon/seed_0
training,nq,Llama-3.1-8B-Instruct,contrastive_logprob_recon,0,complete,knn_auroc,0.567637429584765,,,runs/baseline_comparison_nq/nq/contrastive_logprob_recon/seed_0
training,nq,Llama-3.1-8B-Instruct,contrastive_logprob_recon,1,complete,cosine_auroc,0.7277404151574718,,,runs/baseline_comparison_nq/nq/contrastive_logprob_recon/seed_1
training,nq,Llama-3.1-8B-Instruct,contrastive_logprob_recon,1,complete,mahalanobis_auroc,0.7374785331235705,,,runs/baseline_comparison_nq/nq/contrastive_logprob_recon/seed_1
training,nq,Llama-3.1-8B-Instruct,contrastive_logprob_recon,1,complete,knn_auroc,0.7680524096672732,,,runs/baseline_comparison_nq/nq/contrastive_logprob_recon/seed_1
training,nq,Llama-3.1-8B-Instruct,contrastive_logprob_recon,2,complete,cosine_auroc,0.7297748486370405,,,runs/baseline_comparison_nq/nq/contrastive_logprob_recon/seed_2
training,nq,Llama-3.1-8B-Instruct,contrastive_logprob_recon,2,complete,mahalanobis_auroc,0.7382415842637956,,,runs/baseline_comparison_nq/nq/contrastive_logprob_recon/seed_2
training,nq,Llama-3.1-8B-Instruct,contrastive_logprob_recon,2,complete,knn_auroc,0.7695923704864125,,,runs/baseline_comparison_nq/nq/contrastive_logprob_recon/seed_2
training,nq,Llama-3.1-8B-Instruct,contrastive_logprob_recon,3,complete,cosine_auroc,0.7190842333068359,,,runs/baseline_comparison_nq/nq/contrastive_logprob_recon/seed_3
training,nq,Llama-3.1-8B-Instruct,contrastive_logprob_recon,3,complete,mahalanobis_auroc,0.7295949648048552,,,runs/baseline_comparison_nq/nq/contrastive_logprob_recon/seed_3
training,nq,Llama-3.1-8B-Instruct,contrastive_logprob_recon,3,complete,knn_auroc,0.7645182051307636,,,runs/baseline_comparison_nq/nq/contrastive_logprob_recon/seed_3
training,nq,Llama-3.1-8B-Instruct,contrastive_logprob_recon,4,complete,cosine_auroc,0.7235041370509696,,,runs/baseline_comparison_nq/nq/contrastive_logprob_recon/seed_4
training,nq,Llama-3.1-8B-Instruct,contrastive_logprob_recon,4,complete,mahalanobis_auroc,0.7387731978079118,,,runs/baseline_comparison_nq/nq/contrastive_logprob_recon/seed_4
training,nq,Llama-3.1-8B-Instruct,contrastive_logprob_recon,4,complete,knn_auroc,0.7694881542754701,,,runs/baseline_comparison_nq/nq/contrastive_logprob_recon/seed_4
training,nq,Llama-3.1-8B-Instruct,linear_probe,0,complete,auroc,0.5430523819501957,,,runs/baseline_comparison_nq/nq/linear_probe/seed_0
training,nq,Llama-3.1-8B-Instruct,linear_probe,1,complete,auroc,0.745682788027553,,,runs/baseline_comparison_nq/nq/linear_probe/seed_1
training,nq,Llama-3.1-8B-Instruct,linear_probe,2,complete,auroc,0.7497771546978783,,,runs/baseline_comparison_nq/nq/linear_probe/seed_2
training,nq,Llama-3.1-8B-Instruct,linear_probe,3,complete,auroc,0.7436325558138787,,,runs/baseline_comparison_nq/nq/linear_probe/seed_3
training,nq,Llama-3.1-8B-Instruct,linear_probe,4,complete,auroc,0.7444606035005561,,,runs/baseline_comparison_nq/nq/linear_probe/seed_4
training,nq,Llama-3.1-8B-Instruct,token_entropy,,complete,mean_logprob_auroc,0.542437062832397,,,runs/baseline_comparison_nq/nq/token_entropy
training,nq,Llama-3.1-8B-Instruct,token_entropy,,complete,min_logprob_auroc,0.5122228153676781,,,runs/baseline_comparison_nq/nq/token_entropy
training,nq,Llama-3.1-8B-Instruct,logprob_baseline,,complete,mean_logprob_auroc,0.542437062832397,,,runs/baseline_comparison_nq/nq/logprob_baseline
training,nq,Llama-3.1-8B-Instruct,logprob_baseline,,complete,perplexity_auroc,0.5424369242470102,,,runs/baseline_comparison_nq/nq/logprob_baseline
training,nq,Llama-3.1-8B-Instruct,logprob_baseline,,complete,seq_logprob_auroc,0.5424369242470102,,,runs/baseline_comparison_nq/nq/logprob_baseline
training,nq,Llama-3.1-8B-Instruct,saplma,0,complete,auroc,0.6366009827366954,,,runs/baseline_comparison_nq/nq/saplma/seed_0
training,nq,Llama-3.1-8B-Instruct,saplma,1,complete,auroc,0.6381559107776192,,,runs/baseline_comparison_nq/nq/saplma/seed_1
training,nq,Llama-3.1-8B-Instruct,saplma,2,complete,auroc,0.6394110786266964,,,runs/baseline_comparison_nq/nq/saplma/seed_2
training,nq,Llama-3.1-8B-Instruct,saplma,3,complete,auroc,0.6229501835424864,,,runs/baseline_comparison_nq/nq/saplma/seed_3
training,nq,Llama-3.1-8B-Instruct,saplma,4,complete,auroc,0.6424905845088146,,,runs/baseline_comparison_nq/nq/saplma/seed_4
training,nq,Llama-3.1-8B-Instruct,llmsknow_probe,0,complete,auroc,0.7074667589091002,,,runs/baseline_comparison_nq/nq/llmsknow_probe/seed_0
training,nq,Llama-3.1-8B-Instruct,llmsknow_probe,0,complete,sweep_best_dev_auroc,0.6779516935348511,,,runs/baseline_comparison_nq/nq/llmsknow_probe/seed_0
training,nq,Llama-3.1-8B-Instruct,llmsknow_probe,1,complete,auroc,0.7066804254238773,,,runs/baseline_comparison_nq/nq/llmsknow_probe/seed_1
training,nq,Llama-3.1-8B-Instruct,llmsknow_probe,1,complete,sweep_best_dev_auroc,0.705209493637085,,,runs/baseline_comparison_nq/nq/llmsknow_probe/seed_1
training,nq,Llama-3.1-8B-Instruct,llmsknow_probe,2,complete,auroc,0.7098598513699443,,,runs/baseline_comparison_nq/nq/llmsknow_probe/seed_2
training,nq,Llama-3.1-8B-Instruct,llmsknow_probe,2,complete,sweep_best_dev_auroc,0.7015968561172485,,,runs/baseline_comparison_nq/nq/llmsknow_probe/seed_2
training,nq,Llama-3.1-8B-Instruct,llmsknow_probe,3,complete,auroc,0.6850666484842639,,,runs/baseline_comparison_nq/nq/llmsknow_probe/seed_3
training,nq,Llama-3.1-8B-Instruct,llmsknow_probe,3,complete,sweep_best_dev_auroc,0.6819784641265869,,,runs/baseline_comparison_nq/nq/llmsknow_probe/seed_3
training,nq,Llama-3.1-8B-Instruct,llmsknow_probe,4,complete,auroc,0.7117167569689048,,,runs/baseline_comparison_nq/nq/llmsknow_probe/seed_4
training,nq,Llama-3.1-8B-Instruct,llmsknow_probe,4,complete,sweep_best_dev_auroc,0.6913248896598816,,,runs/baseline_comparison_nq/nq/llmsknow_probe/seed_4
training,nq,Llama-3.1-8B-Instruct,icr_probe,0,running,,,,,runs/baseline_comparison_nq/nq/icr_probe/seed_0
training,nq,Llama-3.1-8B-Instruct,icr_probe,1,running,,,,,runs/baseline_comparison_nq/nq/icr_probe/seed_1
training,nq,Llama-3.1-8B-Instruct,icr_probe,2,running,,,,,runs/baseline_comparison_nq/nq/icr_probe/seed_2
training,nq,Llama-3.1-8B-Instruct,icr_probe,3,running,,,,,runs/baseline_comparison_nq/nq/icr_probe/seed_3
training,nq,Llama-3.1-8B-Instruct,icr_probe,4,running,,,,,runs/baseline_comparison_nq/nq/icr_probe/seed_4
training,nq_memmap,Llama-3.1-8B-Instruct,contrastive_logprob_recon,0,complete,cosine_auroc,0.7029706784265628,,,runs/baseline_comparison_nq_memmap/nq_memmap/contrastive_logprob_recon/seed_0
training,nq_memmap,Llama-3.1-8B-Instruct,contrastive_logprob_recon,0,complete,mahalanobis_auroc,0.7318333729791193,,,runs/baseline_comparison_nq_memmap/nq_memmap/contrastive_logprob_recon/seed_0
training,nq_memmap,Llama-3.1-8B-Instruct,contrastive_logprob_recon,0,complete,knn_auroc,0.7525901913513703,,,runs/baseline_comparison_nq_memmap/nq_memmap/contrastive_logprob_recon/seed_0
training,nq_memmap,Llama-3.1-8B-Instruct,contrastive_logprob_recon,1,complete,cosine_auroc,0.7058126626953398,,,runs/baseline_comparison_nq_memmap/nq_memmap/contrastive_logprob_recon/seed_1
training,nq_memmap,Llama-3.1-8B-Instruct,contrastive_logprob_recon,1,complete,mahalanobis_auroc,0.7358066680275575,,,runs/baseline_comparison_nq_memmap/nq_memmap/contrastive_logprob_recon/seed_1
training,nq_memmap,Llama-3.1-8B-Instruct,contrastive_logprob_recon,1,complete,knn_auroc,0.7581420072689564,,,runs/baseline_comparison_nq_memmap/nq_memmap/contrastive_logprob_recon/seed_1
training,nq_memmap,Llama-3.1-8B-Instruct,contrastive_logprob_recon,2,complete,cosine_auroc,0.698660253609313,,,runs/baseline_comparison_nq_memmap/nq_memmap/contrastive_logprob_recon/seed_2
training,nq_memmap,Llama-3.1-8B-Instruct,contrastive_logprob_recon,2,complete,mahalanobis_auroc,0.7296525735738623,,,runs/baseline_comparison_nq_memmap/nq_memmap/contrastive_logprob_recon/seed_2
training,nq_memmap,Llama-3.1-8B-Instruct,contrastive_logprob_recon,2,complete,knn_auroc,0.7544070087001411,,,runs/baseline_comparison_nq_memmap/nq_memmap/contrastive_logprob_recon/seed_2
training,nq_memmap,Llama-3.1-8B-Instruct,contrastive_logprob_recon,3,complete,cosine_auroc,0.7081122588706743,,,runs/baseline_comparison_nq_memmap/nq_memmap/contrastive_logprob_recon/seed_3
training,nq_memmap,Llama-3.1-8B-Instruct,contrastive_logprob_recon,3,complete,mahalanobis_auroc,0.7370438414910865,,,runs/baseline_comparison_nq_memmap/nq_memmap/contrastive_logprob_recon/seed_3
training,nq_memmap,Llama-3.1-8B-Instruct,contrastive_logprob_recon,3,complete,knn_auroc,0.7574804006417557,,,runs/baseline_comparison_nq_memmap/nq_memmap/contrastive_logprob_recon/seed_3
training,nq_memmap,Llama-3.1-8B-Instruct,contrastive_logprob_recon,4,complete,cosine_auroc,0.6920422191067945,,,runs/baseline_comparison_nq_memmap/nq_memmap/contrastive_logprob_recon/seed_4
training,nq_memmap,Llama-3.1-8B-Instruct,contrastive_logprob_recon,4,complete,mahalanobis_auroc,0.7184710560456449,,,runs/baseline_comparison_nq_memmap/nq_memmap/contrastive_logprob_recon/seed_4
training,nq_memmap,Llama-3.1-8B-Instruct,contrastive_logprob_recon,4,complete,knn_auroc,0.750800366878167,,,runs/baseline_comparison_nq_memmap/nq_memmap/contrastive_logprob_recon/seed_4
training,nq_memmap,Llama-3.1-8B-Instruct,linear_probe,0,complete,auroc,0.7445406909163913,,,runs/baseline_comparison_nq_memmap/nq_memmap/linear_probe/seed_0
training,nq_memmap,Llama-3.1-8B-Instruct,linear_probe,1,complete,auroc,0.7459950726755058,,,runs/baseline_comparison_nq_memmap/nq_memmap/linear_probe/seed_1
training,nq_memmap,Llama-3.1-8B-Instruct,linear_probe,2,complete,auroc,0.746879932877716,,,runs/baseline_comparison_nq_memmap/nq_memmap/linear_probe/seed_2
training,nq_memmap,Llama-3.1-8B-Instruct,linear_probe,3,complete,auroc,0.7486801608550443,,,runs/baseline_comparison_nq_memmap/nq_memmap/linear_probe/seed_3
training,nq_memmap,Llama-3.1-8B-Instruct,linear_probe,4,complete,auroc,0.7459506469011336,,,runs/baseline_comparison_nq_memmap/nq_memmap/linear_probe/seed_4
training,nq_memmap,Llama-3.1-8B-Instruct,token_entropy,,pending,,,,,runs/baseline_comparison_nq_memmap/nq_memmap/token_entropy
training,nq_memmap,Llama-3.1-8B-Instruct,logprob_baseline,,pending,,,,,runs/baseline_comparison_nq_memmap/nq_memmap/logprob_baseline
training,nq_memmap,Llama-3.1-8B-Instruct,saplma,0,complete,auroc,0.6082082522844127,,,runs/baseline_comparison_nq_memmap/nq_memmap/saplma/seed_0
training,nq_memmap,Llama-3.1-8B-Instruct,saplma,1,complete,auroc,0.60182823308573,,,runs/baseline_comparison_nq_memmap/nq_memmap/saplma/seed_1
training,nq_memmap,Llama-3.1-8B-Instruct,saplma,2,complete,auroc,0.6159398834920008,,,runs/baseline_comparison_nq_memmap/nq_memmap/saplma/seed_2
training,nq_memmap,Llama-3.1-8B-Instruct,saplma,3,complete,auroc,0.6198137828996759,,,runs/baseline_comparison_nq_memmap/nq_memmap/saplma/seed_3
training,nq_memmap,Llama-3.1-8B-Instruct,saplma,4,complete,auroc,0.609988938544533,,,runs/baseline_comparison_nq_memmap/nq_memmap/saplma/seed_4
training,nq_memmap,Llama-3.1-8B-Instruct,llmsknow_probe,0,complete,auroc,0.7301837146358183,,,runs/baseline_comparison_nq_memmap/nq_memmap/llmsknow_probe/seed_0
