kind,source_dataset,target_dataset,model,method,seed,status,metric_name,metric_value,expected_rows,actual_rows,path
transfer,nq,popqa,Llama-3.1-8B-Instruct,llmsknow_probe,2,complete,n_tgt_test,2797.0,,,runs/transfer_matrix_memmap/llama/nq__popqa__llmsknow_probe__2.json
transfer,nq,sciq,Llama-3.1-8B-Instruct,llmsknow_probe,2,complete,auroc,0.6024030001195948,,,runs/transfer_matrix_memmap/llama/nq__sciq__llmsknow_probe__2.json
transfer,nq,sciq,Llama-3.1-8B-Instruct,llmsknow_probe,2,complete,n_src_train,14955.0,,,runs/transfer_matrix_memmap/llama/nq__sciq__llmsknow_probe__2.json
transfer,nq,sciq,Llama-3.1-8B-Instruct,llmsknow_probe,2,complete,n_tgt_test,1000.0,,,runs/transfer_matrix_memmap/llama/nq__sciq__llmsknow_probe__2.json
transfer,nq,searchqa,Llama-3.1-8B-Instruct,llmsknow_probe,2,complete,auroc,0.5808287966476685,,,runs/transfer_matrix_memmap/llama/nq__searchqa__llmsknow_probe__2.json
transfer,nq,searchqa,Llama-3.1-8B-Instruct,llmsknow_probe,2,complete,n_src_train,14955.0,,,runs/transfer_matrix_memmap/llama/nq__searchqa__llmsknow_probe__2.json
transfer,nq,searchqa,Llama-3.1-8B-Instruct,llmsknow_probe,2,complete,n_tgt_test,21609.0,,,runs/transfer_matrix_memmap/llama/nq__searchqa__llmsknow_probe__2.json
transfer,nq,hotpotqa,Llama-3.1-8B-Instruct,llmsknow_probe,3,complete,auroc,0.45724660604773437,,,runs/transfer_matrix_memmap/llama/nq__hotpotqa__llmsknow_probe__3.json
transfer,nq,hotpotqa,Llama-3.1-8B-Instruct,llmsknow_probe,3,complete,n_src_train,14955.0,,,runs/transfer_matrix_memmap/llama/nq__hotpotqa__llmsknow_probe__3.json
transfer,nq,hotpotqa,Llama-3.1-8B-Instruct,llmsknow_probe,3,complete,n_tgt_test,7405.0,,,runs/transfer_matrix_memmap/llama/nq__hotpotqa__llmsknow_probe__3.json
transfer,nq,mmlu,Llama-3.1-8B-Instruct,llmsknow_probe,3,complete,auroc,0.769068439246934,,,runs/transfer_matrix_memmap/llama/nq__mmlu__llmsknow_probe__3.json
transfer,nq,mmlu,Llama-3.1-8B-Instruct,llmsknow_probe,3,complete,n_src_train,14955.0,,,runs/transfer_matrix_memmap/llama/nq__mmlu__llmsknow_probe__3.json
transfer,nq,mmlu,Llama-3.1-8B-Instruct,llmsknow_probe,3,complete,n_tgt_test,10271.0,,,runs/transfer_matrix_memmap/llama/nq__mmlu__llmsknow_probe__3.json
transfer,nq,nq,Llama-3.1-8B-Instruct,llmsknow_probe,3,complete,auroc,0.7196238767730243,,,runs/transfer_matrix_memmap/llama/nq__nq__llmsknow_probe__3.json
transfer,nq,nq,Llama-3.1-8B-Instruct,llmsknow_probe,3,complete,n_src_train,14955.0,,,runs/transfer_matrix_memmap/llama/nq__nq__llmsknow_probe__3.json
transfer,nq,nq,Llama-3.1-8B-Instruct,llmsknow_probe,3,complete,n_tgt_test,4155.0,,,runs/transfer_matrix_memmap/llama/nq__nq__llmsknow_probe__3.json
transfer,nq,popqa,Llama-3.1-8B-Instruct,llmsknow_probe,3,complete,auroc,0.6849918472008723,,,runs/transfer_matrix_memmap/llama/nq__popqa__llmsknow_probe__3.json
transfer,nq,popqa,Llama-3.1-8B-Instruct,llmsknow_probe,3,complete,n_src_train,14955.0,,,runs/transfer_matrix_memmap/llama/nq__popqa__llmsknow_probe__3.json
transfer,nq,popqa,Llama-3.1-8B-Instruct,llmsknow_probe,3,complete,n_tgt_test,2797.0,,,runs/transfer_matrix_memmap/llama/nq__popqa__llmsknow_probe__3.json
transfer,nq,sciq,Llama-3.1-8B-Instruct,llmsknow_probe,3,complete,auroc,0.609147289470537,,,runs/transfer_matrix_memmap/llama/nq__sciq__llmsknow_probe__3.json
transfer,nq,sciq,Llama-3.1-8B-Instruct,llmsknow_probe,3,complete,n_src_train,14955.0,,,runs/transfer_matrix_memmap/llama/nq__sciq__llmsknow_probe__3.json
transfer,nq,sciq,Llama-3.1-8B-Instruct,llmsknow_probe,3,complete,n_tgt_test,1000.0,,,runs/transfer_matrix_memmap/llama/nq__sciq__llmsknow_probe__3.json
transfer,nq,searchqa,Llama-3.1-8B-Instruct,llmsknow_probe,3,complete,auroc,0.5444520375711045,,,runs/transfer_matrix_memmap/llama/nq__searchqa__llmsknow_probe__3.json
transfer,nq,searchqa,Llama-3.1-8B-Instruct,llmsknow_probe,3,complete,n_src_train,14955.0,,,runs/transfer_matrix_memmap/llama/nq__searchqa__llmsknow_probe__3.json
transfer,nq,searchqa,Llama-3.1-8B-Instruct,llmsknow_probe,3,complete,n_tgt_test,21609.0,,,runs/transfer_matrix_memmap/llama/nq__searchqa__llmsknow_probe__3.json
transfer,nq,hotpotqa,Llama-3.1-8B-Instruct,llmsknow_probe,4,complete,auroc,0.729167172044464,,,runs/transfer_matrix_memmap/llama/nq__hotpotqa__llmsknow_probe__4.json
transfer,nq,hotpotqa,Llama-3.1-8B-Instruct,llmsknow_probe,4,complete,n_src_train,14955.0,,,runs/transfer_matrix_memmap/llama/nq__hotpotqa__llmsknow_probe__4.json
transfer,nq,hotpotqa,Llama-3.1-8B-Instruct,llmsknow_probe,4,complete,n_tgt_test,7405.0,,,runs/transfer_matrix_memmap/llama/nq__hotpotqa__llmsknow_probe__4.json
transfer,nq,mmlu,Llama-3.1-8B-Instruct,llmsknow_probe,4,complete,auroc,0.5157480529072405,,,runs/transfer_matrix_memmap/llama/nq__mmlu__llmsknow_probe__4.json
transfer,nq,mmlu,Llama-3.1-8B-Instruct,llmsknow_probe,4,complete,n_src_train,14955.0,,,runs/transfer_matrix_memmap/llama/nq__mmlu__llmsknow_probe__4.json
transfer,nq,mmlu,Llama-3.1-8B-Instruct,llmsknow_probe,4,complete,n_tgt_test,10271.0,,,runs/transfer_matrix_memmap/llama/nq__mmlu__llmsknow_probe__4.json
transfer,nq,nq,Llama-3.1-8B-Instruct,llmsknow_probe,4,complete,auroc,0.7176739226890303,,,runs/transfer_matrix_memmap/llama/nq__nq__llmsknow_probe__4.json
transfer,nq,nq,Llama-3.1-8B-Instruct,llmsknow_probe,4,complete,n_src_train,14955.0,,,runs/transfer_matrix_memmap/llama/nq__nq__llmsknow_probe__4.json
transfer,nq,nq,Llama-3.1-8B-Instruct,llmsknow_probe,4,complete,n_tgt_test,4155.0,,,runs/transfer_matrix_memmap/llama/nq__nq__llmsknow_probe__4.json
transfer,nq,popqa,Llama-3.1-8B-Instruct,llmsknow_probe,4,complete,auroc,0.687441577163715,,,runs/transfer_matrix_memmap/llama/nq__popqa__llmsknow_probe__4.json
transfer,nq,popqa,Llama-3.1-8B-Instruct,llmsknow_probe,4,complete,n_src_train,14955.0,,,runs/transfer_matrix_memmap/llama/nq__popqa__llmsknow_probe__4.json
transfer,nq,popqa,Llama-3.1-8B-Instruct,llmsknow_probe,4,complete,n_tgt_test,2797.0,,,runs/transfer_matrix_memmap/llama/nq__popqa__llmsknow_probe__4.json
transfer,nq,sciq,Llama-3.1-8B-Instruct,llmsknow_probe,4,complete,auroc,0.5386590012130325,,,runs/transfer_matrix_memmap/llama/nq__sciq__llmsknow_probe__4.json
transfer,nq,sciq,Llama-3.1-8B-Instruct,llmsknow_probe,4,complete,n_src_train,14955.0,,,runs/transfer_matrix_memmap/llama/nq__sciq__llmsknow_probe__4.json
transfer,nq,sciq,Llama-3.1-8B-Instruct,llmsknow_probe,4,complete,n_tgt_test,1000.0,,,runs/transfer_matrix_memmap/llama/nq__sciq__llmsknow_probe__4.json
transfer,nq,searchqa,Llama-3.1-8B-Instruct,llmsknow_probe,4,complete,auroc,0.5333749543629938,,,runs/transfer_matrix_memmap/llama/nq__searchqa__llmsknow_probe__4.json
transfer,nq,searchqa,Llama-3.1-8B-Instruct,llmsknow_probe,4,complete,n_src_train,14955.0,,,runs/transfer_matrix_memmap/llama/nq__searchqa__llmsknow_probe__4.json
transfer,nq,searchqa,Llama-3.1-8B-Instruct,llmsknow_probe,4,complete,n_tgt_test,21609.0,,,runs/transfer_matrix_memmap/llama/nq__searchqa__llmsknow_probe__4.json
transfer,nq,hotpotqa,Llama-3.1-8B-Instruct,saplma,0,complete,auroc,0.5526855322341924,,,runs/transfer_matrix_memmap/llama/nq__hotpotqa__saplma__0.json
transfer,nq,hotpotqa,Llama-3.1-8B-Instruct,saplma,0,complete,n_tgt_test,7405.0,,,runs/transfer_matrix_memmap/llama/nq__hotpotqa__saplma__0.json
transfer,nq,mmlu,Llama-3.1-8B-Instruct,saplma,0,complete,auroc,0.6223236958930136,,,runs/transfer_matrix_memmap/llama/nq__mmlu__saplma__0.json
transfer,nq,mmlu,Llama-3.1-8B-Instruct,saplma,0,complete,n_tgt_test,10271.0,,,runs/transfer_matrix_memmap/llama/nq__mmlu__saplma__0.json
transfer,nq,nq,Llama-3.1-8B-Instruct,saplma,0,complete,auroc,0.6082081116965191,,,runs/transfer_matrix_memmap/llama/nq__nq__saplma__0.json
transfer,nq,nq,Llama-3.1-8B-Instruct,saplma,0,complete,n_tgt_test,4155.0,,,runs/transfer_matrix_memmap/llama/nq__nq__saplma__0.json
transfer,nq,popqa,Llama-3.1-8B-Instruct,saplma,0,complete,auroc,0.5775494030728328,,,runs/transfer_matrix_memmap/llama/nq__popqa__saplma__0.json
transfer,nq,popqa,Llama-3.1-8B-Instruct,saplma,0,complete,n_tgt_test,2797.0,,,runs/transfer_matrix_memmap/llama/nq__popqa__saplma__0.json
transfer,nq,sciq,Llama-3.1-8B-Instruct,saplma,0,complete,auroc,0.545021014505134,,,runs/transfer_matrix_memmap/llama/nq__sciq__saplma__0.json
transfer,nq,sciq,Llama-3.1-8B-Instruct,saplma,0,complete,n_tgt_test,1000.0,,,runs/transfer_matrix_memmap/llama/nq__sciq__saplma__0.json
transfer,nq,searchqa,Llama-3.1-8B-Instruct,saplma,0,complete,auroc,0.5584407994733077,,,runs/transfer_matrix_memmap/llama/nq__searchqa__saplma__0.json
transfer,nq,searchqa,Llama-3.1-8B-Instruct,saplma,0,complete,n_tgt_test,21609.0,,,runs/transfer_matrix_memmap/llama/nq__searchqa__saplma__0.json
transfer,nq,hotpotqa,Llama-3.1-8B-Instruct,saplma,1,complete,auroc,0.5478921991615927,,,runs/transfer_matrix_memmap/llama/nq__hotpotqa__saplma__1.json
transfer,nq,hotpotqa,Llama-3.1-8B-Instruct,saplma,1,complete,n_tgt_test,7405.0,,,runs/transfer_matrix_memmap/llama/nq__hotpotqa__saplma__1.json
transfer,nq,mmlu,Llama-3.1-8B-Instruct,saplma,1,complete,auroc,0.6134717591508316,,,runs/transfer_matrix_memmap/llama/nq__mmlu__saplma__1.json
transfer,nq,mmlu,Llama-3.1-8B-Instruct,saplma,1,complete,n_tgt_test,10271.0,,,runs/transfer_matrix_memmap/llama/nq__mmlu__saplma__1.json
transfer,nq,nq,Llama-3.1-8B-Instruct,saplma,1,complete,auroc,0.60182823308573,,,runs/transfer_matrix_memmap/llama/nq__nq__saplma__1.json
transfer,nq,nq,Llama-3.1-8B-Instruct,saplma,1,complete,n_tgt_test,4155.0,,,runs/transfer_matrix_memmap/llama/nq__nq__saplma__1.json
transfer,nq,popqa,Llama-3.1-8B-Instruct,saplma,1,complete,auroc,0.56950969832976,,,runs/transfer_matrix_memmap/llama/nq__popqa__saplma__1.json
transfer,nq,popqa,Llama-3.1-8B-Instruct,saplma,1,complete,n_tgt_test,2797.0,,,runs/transfer_matrix_memmap/llama/nq__popqa__saplma__1.json
transfer,nq,sciq,Llama-3.1-8B-Instruct,saplma,1,complete,auroc,0.5280449676239941,,,runs/transfer_matrix_memmap/llama/nq__sciq__saplma__1.json
transfer,nq,sciq,Llama-3.1-8B-Instruct,saplma,1,complete,n_tgt_test,1000.0,,,runs/transfer_matrix_memmap/llama/nq__sciq__saplma__1.json
transfer,nq,searchqa,Llama-3.1-8B-Instruct,saplma,1,complete,auroc,0.5445382227190081,,,runs/transfer_matrix_memmap/llama/nq__searchqa__saplma__1.json
transfer,nq,searchqa,Llama-3.1-8B-Instruct,saplma,1,complete,n_tgt_test,21609.0,,,runs/transfer_matrix_memmap/llama/nq__searchqa__saplma__1.json
transfer,nq,hotpotqa,Llama-3.1-8B-Instruct,saplma,2,complete,auroc,0.5424398534412639,,,runs/transfer_matrix_memmap/llama/nq__hotpotqa__saplma__2.json
transfer,nq,hotpotqa,Llama-3.1-8B-Instruct,saplma,2,complete,n_tgt_test,7405.0,,,runs/transfer_matrix_memmap/llama/nq__hotpotqa__saplma__2.json
transfer,nq,mmlu,Llama-3.1-8B-Instruct,saplma,2,complete,auroc,0.6304741617128626,,,runs/transfer_matrix_memmap/llama/nq__mmlu__saplma__2.json
transfer,nq,mmlu,Llama-3.1-8B-Instruct,saplma,2,complete,n_tgt_test,10271.0,,,runs/transfer_matrix_memmap/llama/nq__mmlu__saplma__2.json
transfer,nq,nq,Llama-3.1-8B-Instruct,saplma,2,complete,auroc,0.6159396023162137,,,runs/transfer_matrix_memmap/llama/nq__nq__saplma__2.json
transfer,nq,nq,Llama-3.1-8B-Instruct,saplma,2,complete,n_tgt_test,4155.0,,,runs/transfer_matrix_memmap/llama/nq__nq__saplma__2.json
transfer,nq,popqa,Llama-3.1-8B-Instruct,saplma,2,complete,auroc,0.5731465025214212,,,runs/transfer_matrix_memmap/llama/nq__popqa__saplma__2.json
transfer,nq,popqa,Llama-3.1-8B-Instruct,saplma,2,complete,n_tgt_test,2797.0,,,runs/transfer_matrix_memmap/llama/nq__popqa__saplma__2.json
transfer,nq,sciq,Llama-3.1-8B-Instruct,saplma,2,complete,auroc,0.548459363414259,,,runs/transfer_matrix_memmap/llama/nq__sciq__saplma__2.json
transfer,nq,sciq,Llama-3.1-8B-Instruct,saplma,2,complete,n_tgt_test,1000.0,,,runs/transfer_matrix_memmap/llama/nq__sciq__saplma__2.json
transfer,nq,searchqa,Llama-3.1-8B-Instruct,saplma,2,complete,auroc,0.5511518790658229,,,runs/transfer_matrix_memmap/llama/nq__searchqa__saplma__2.json
transfer,nq,searchqa,Llama-3.1-8B-Instruct,saplma,2,complete,n_tgt_test,21609.0,,,runs/transfer_matrix_memmap/llama/nq__searchqa__saplma__2.json
transfer,nq,hotpotqa,Llama-3.1-8B-Instruct,saplma,3,complete,auroc,0.5464039131175944,,,runs/transfer_matrix_memmap/llama/nq__hotpotqa__saplma__3.json
transfer,nq,hotpotqa,Llama-3.1-8B-Instruct,saplma,3,complete,n_tgt_test,7405.0,,,runs/transfer_matrix_memmap/llama/nq__hotpotqa__saplma__3.json
transfer,nq,mmlu,Llama-3.1-8B-Instruct,saplma,3,complete,auroc,0.600828528647855,,,runs/transfer_matrix_memmap/llama/nq__mmlu__saplma__3.json
transfer,nq,mmlu,Llama-3.1-8B-Instruct,saplma,3,complete,n_tgt_test,10271.0,,,runs/transfer_matrix_memmap/llama/nq__mmlu__saplma__3.json
transfer,nq,nq,Llama-3.1-8B-Instruct,saplma,3,complete,auroc,0.6198137828996759,,,runs/transfer_matrix_memmap/llama/nq__nq__saplma__3.json
transfer,nq,nq,Llama-3.1-8B-Instruct,saplma,3,complete,n_tgt_test,4155.0,,,runs/transfer_matrix_memmap/llama/nq__nq__saplma__3.json
transfer,nq,popqa,Llama-3.1-8B-Instruct,saplma,3,complete,auroc,0.5782943810708343,,,runs/transfer_matrix_memmap/llama/nq__popqa__saplma__3.json
transfer,nq,popqa,Llama-3.1-8B-Instruct,saplma,3,complete,n_tgt_test,2797.0,,,runs/transfer_matrix_memmap/llama/nq__popqa__saplma__3.json
transfer,nq,sciq,Llama-3.1-8B-Instruct,saplma,3,complete,auroc,0.5376702089491039,,,runs/transfer_matrix_memmap/llama/nq__sciq__saplma__3.json
transfer,nq,sciq,Llama-3.1-8B-Instruct,saplma,3,complete,n_tgt_test,1000.0,,,runs/transfer_matrix_memmap/llama/nq__sciq__saplma__3.json
transfer,nq,searchqa,Llama-3.1-8B-Instruct,saplma,3,complete,auroc,0.5466310953888993,,,runs/transfer_matrix_memmap/llama/nq__searchqa__saplma__3.json
transfer,nq,searchqa,Llama-3.1-8B-Instruct,saplma,3,complete,n_tgt_test,21609.0,,,runs/transfer_matrix_memmap/llama/nq__searchqa__saplma__3.json
transfer,nq,hotpotqa,Llama-3.1-8B-Instruct,saplma,4,complete,auroc,0.5473107877903365,,,runs/transfer_matrix_memmap/llama/nq__hotpotqa__saplma__4.json
transfer,nq,hotpotqa,Llama-3.1-8B-Instruct,saplma,4,complete,n_tgt_test,7405.0,,,runs/transfer_matrix_memmap/llama/nq__hotpotqa__saplma__4.json
transfer,nq,mmlu,Llama-3.1-8B-Instruct,saplma,4,complete,auroc,0.6037202431859429,,,runs/transfer_matrix_memmap/llama/nq__mmlu__saplma__4.json
transfer,nq,mmlu,Llama-3.1-8B-Instruct,saplma,4,complete,n_tgt_test,10271.0,,,runs/transfer_matrix_memmap/llama/nq__mmlu__saplma__4.json
transfer,nq,nq,Llama-3.1-8B-Instruct,saplma,4,complete,auroc,0.609988938544533,,,runs/transfer_matrix_memmap/llama/nq__nq__saplma__4.json
transfer,nq,nq,Llama-3.1-8B-Instruct,saplma,4,complete,n_tgt_test,4155.0,,,runs/transfer_matrix_memmap/llama/nq__nq__saplma__4.json
transfer,nq,popqa,Llama-3.1-8B-Instruct,saplma,4,complete,auroc,0.5606441544930426,,,runs/transfer_matrix_memmap/llama/nq__popqa__saplma__4.json
transfer,nq,popqa,Llama-3.1-8B-Instruct,saplma,4,complete,n_tgt_test,2797.0,,,runs/transfer_matrix_memmap/llama/nq__popqa__saplma__4.json
transfer,nq,sciq,Llama-3.1-8B-Instruct,saplma,4,complete,auroc,0.5150582597256155,,,runs/transfer_matrix_memmap/llama/nq__sciq__saplma__4.json
transfer,nq,sciq,Llama-3.1-8B-Instruct,saplma,4,complete,n_tgt_test,1000.0,,,runs/transfer_matrix_memmap/llama/nq__sciq__saplma__4.json
transfer,nq,searchqa,Llama-3.1-8B-Instruct,saplma,4,complete,auroc,0.5528548367619031,,,runs/transfer_matrix_memmap/llama/nq__searchqa__saplma__4.json
transfer,nq,searchqa,Llama-3.1-8B-Instruct,saplma,4,complete,n_tgt_test,21609.0,,,runs/transfer_matrix_memmap/llama/nq__searchqa__saplma__4.json
transfer,popqa,hotpotqa,Llama-3.1-8B-Instruct,act_vit,0,complete,auroc,0.5871561347583913,,,runs/transfer_matrix_memmap/llama/popqa__hotpotqa__act_vit__0.json
transfer,popqa,hotpotqa,Llama-3.1-8B-Instruct,act_vit,0,complete,n_tgt_test,7405.0,,,runs/transfer_matrix_memmap/llama/popqa__hotpotqa__act_vit__0.json
transfer,popqa,mmlu,Llama-3.1-8B-Instruct,act_vit,0,complete,auroc,0.4796328641725358,,,runs/transfer_matrix_memmap/llama/popqa__mmlu__act_vit__0.json
transfer,popqa,mmlu,Llama-3.1-8B-Instruct,act_vit,0,complete,n_tgt_test,10269.0,,,runs/transfer_matrix_memmap/llama/popqa__mmlu__act_vit__0.json
transfer,popqa,nq,Llama-3.1-8B-Instruct,act_vit,0,complete,auroc,0.5174905398406409,,,runs/transfer_matrix_memmap/llama/popqa__nq__act_vit__0.json
transfer,popqa,nq,Llama-3.1-8B-Instruct,act_vit,0,complete,n_tgt_test,4155.0,,,runs/transfer_matrix_memmap/llama/popqa__nq__act_vit__0.json
transfer,popqa,popqa,Llama-3.1-8B-Instruct,act_vit,0,complete,auroc,0.803071276693887,,,runs/transfer_matrix_memmap/llama/popqa__popqa__act_vit__0.json
transfer,popqa,popqa,Llama-3.1-8B-Instruct,act_vit,0,complete,n_tgt_test,2797.0,,,runs/transfer_matrix_memmap/llama/popqa__popqa__act_vit__0.json
transfer,popqa,sciq,Llama-3.1-8B-Instruct,act_vit,0,complete,auroc,0.5803612615537066,,,runs/transfer_matrix_memmap/llama/popqa__sciq__act_vit__0.json
transfer,popqa,sciq,Llama-3.1-8B-Instruct,act_vit,0,complete,n_tgt_test,1000.0,,,runs/transfer_matrix_memmap/llama/popqa__sciq__act_vit__0.json
transfer,popqa,searchqa,Llama-3.1-8B-Instruct,act_vit,0,complete,auroc,0.5574345835879764,,,runs/transfer_matrix_memmap/llama/popqa__searchqa__act_vit__0.json
transfer,popqa,searchqa,Llama-3.1-8B-Instruct,act_vit,0,complete,n_tgt_test,21609.0,,,runs/transfer_matrix_memmap/llama/popqa__searchqa__act_vit__0.json
transfer,popqa,hotpotqa,Llama-3.1-8B-Instruct,act_vit,1,complete,auroc,0.6145910532370336,,,runs/transfer_matrix_memmap/llama/popqa__hotpotqa__act_vit__1.json
transfer,popqa,hotpotqa,Llama-3.1-8B-Instruct,act_vit,1,complete,n_tgt_test,7405.0,,,runs/transfer_matrix_memmap/llama/popqa__hotpotqa__act_vit__1.json
transfer,popqa,mmlu,Llama-3.1-8B-Instruct,act_vit,1,complete,auroc,0.514899456895095,,,runs/transfer_matrix_memmap/llama/popqa__mmlu__act_vit__1.json
transfer,popqa,mmlu,Llama-3.1-8B-Instruct,act_vit,1,complete,n_tgt_test,10269.0,,,runs/transfer_matrix_memmap/llama/popqa__mmlu__act_vit__1.json
transfer,popqa,nq,Llama-3.1-8B-Instruct,act_vit,1,complete,auroc,0.524488161655833,,,runs/transfer_matrix_memmap/llama/popqa__nq__act_vit__1.json
transfer,popqa,nq,Llama-3.1-8B-Instruct,act_vit,1,complete,n_tgt_test,4155.0,,,runs/transfer_matrix_memmap/llama/popqa__nq__act_vit__1.json
transfer,popqa,popqa,Llama-3.1-8B-Instruct,act_vit,1,complete,auroc,0.7971875899614422,,,runs/transfer_matrix_memmap/llama/popqa__popqa__act_vit__1.json
transfer,popqa,popqa,Llama-3.1-8B-Instruct,act_vit,1,complete,n_tgt_test,2797.0,,,runs/transfer_matrix_memmap/llama/popqa__popqa__act_vit__1.json
transfer,popqa,sciq,Llama-3.1-8B-Instruct,act_vit,1,complete,auroc,0.5511267533443815,,,runs/transfer_matrix_memmap/llama/popqa__sciq__act_vit__1.json
transfer,popqa,sciq,Llama-3.1-8B-Instruct,act_vit,1,complete,n_tgt_test,1000.0,,,runs/transfer_matrix_memmap/llama/popqa__sciq__act_vit__1.json
transfer,popqa,searchqa,Llama-3.1-8B-Instruct,act_vit,1,complete,auroc,0.5464369988967616,,,runs/transfer_matrix_memmap/llama/popqa__searchqa__act_vit__1.json
transfer,popqa,searchqa,Llama-3.1-8B-Instruct,act_vit,1,complete,n_tgt_test,21609.0,,,runs/transfer_matrix_memmap/llama/popqa__searchqa__act_vit__1.json
transfer,popqa,hotpotqa,Llama-3.1-8B-Instruct,act_vit,2,complete,auroc,0.5795058288006102,,,runs/transfer_matrix_memmap/llama/popqa__hotpotqa__act_vit__2.json
transfer,popqa,hotpotqa,Llama-3.1-8B-Instruct,act_vit,2,complete,n_tgt_test,7405.0,,,runs/transfer_matrix_memmap/llama/popqa__hotpotqa__act_vit__2.json
transfer,popqa,mmlu,Llama-3.1-8B-Instruct,act_vit,2,complete,auroc,0.4978181311863923,,,runs/transfer_matrix_memmap/llama/popqa__mmlu__act_vit__2.json
transfer,popqa,mmlu,Llama-3.1-8B-Instruct,act_vit,2,complete,n_tgt_test,10269.0,,,runs/transfer_matrix_memmap/llama/popqa__mmlu__act_vit__2.json
transfer,popqa,nq,Llama-3.1-8B-Instruct,act_vit,2,complete,auroc,0.5163894554581,,,runs/transfer_matrix_memmap/llama/popqa__nq__act_vit__2.json
transfer,popqa,nq,Llama-3.1-8B-Instruct,act_vit,2,complete,n_tgt_test,4155.0,,,runs/transfer_matrix_memmap/llama/popqa__nq__act_vit__2.json
transfer,popqa,popqa,Llama-3.1-8B-Instruct,act_vit,2,complete,auroc,0.7862738429082874,,,runs/transfer_matrix_memmap/llama/popqa__popqa__act_vit__2.json
transfer,popqa,popqa,Llama-3.1-8B-Instruct,act_vit,2,complete,n_tgt_test,2797.0,,,runs/transfer_matrix_memmap/llama/popqa__popqa__act_vit__2.json
transfer,popqa,sciq,Llama-3.1-8B-Instruct,act_vit,2,complete,auroc,0.5706377816883361,,,runs/transfer_matrix_memmap/llama/popqa__sciq__act_vit__2.json
transfer,popqa,sciq,Llama-3.1-8B-Instruct,act_vit,2,complete,n_tgt_test,1000.0,,,runs/transfer_matrix_memmap/llama/popqa__sciq__act_vit__2.json
transfer,popqa,searchqa,Llama-3.1-8B-Instruct,act_vit,2,complete,auroc,0.5548753387521802,,,runs/transfer_matrix_memmap/llama/popqa__searchqa__act_vit__2.json
transfer,popqa,searchqa,Llama-3.1-8B-Instruct,act_vit,2,complete,n_tgt_test,21609.0,,,runs/transfer_matrix_memmap/llama/popqa__searchqa__act_vit__2.json
transfer,popqa,hotpotqa,Llama-3.1-8B-Instruct,act_vit,3,complete,auroc,0.6128747902372725,,,runs/transfer_matrix_memmap/llama/popqa__hotpotqa__act_vit__3.json
transfer,popqa,hotpotqa,Llama-3.1-8B-Instruct,act_vit,3,complete,n_tgt_test,7405.0,,,runs/transfer_matrix_memmap/llama/popqa__hotpotqa__act_vit__3.json
transfer,popqa,mmlu,Llama-3.1-8B-Instruct,act_vit,3,complete,auroc,0.49225560937296836,,,runs/transfer_matrix_memmap/llama/popqa__mmlu__act_vit__3.json
transfer,popqa,mmlu,Llama-3.1-8B-Instruct,act_vit,3,complete,n_tgt_test,10269.0,,,runs/transfer_matrix_memmap/llama/popqa__mmlu__act_vit__3.json
transfer,popqa,nq,Llama-3.1-8B-Instruct,act_vit,3,complete,auroc,0.5332892449699058,,,runs/transfer_matrix_memmap/llama/popqa__nq__act_vit__3.json
transfer,popqa,nq,Llama-3.1-8B-Instruct,act_vit,3,complete,n_tgt_test,4155.0,,,runs/transfer_matrix_memmap/llama/popqa__nq__act_vit__3.json
transfer,popqa,popqa,Llama-3.1-8B-Instruct,act_vit,3,complete,auroc,0.802414384494232,,,runs/transfer_matrix_memmap/llama/popqa__popqa__act_vit__3.json
transfer,popqa,popqa,Llama-3.1-8B-Instruct,act_vit,3,complete,n_tgt_test,2797.0,,,runs/transfer_matrix_memmap/llama/popqa__popqa__act_vit__3.json
transfer,popqa,sciq,Llama-3.1-8B-Instruct,act_vit,3,complete,auroc,0.5679511711742495,,,runs/transfer_matrix_memmap/llama/popqa__sciq__act_vit__3.json
transfer,popqa,sciq,Llama-3.1-8B-Instruct,act_vit,3,complete,n_tgt_test,1000.0,,,runs/transfer_matrix_memmap/llama/popqa__sciq__act_vit__3.json
transfer,popqa,searchqa,Llama-3.1-8B-Instruct,act_vit,3,complete,auroc,0.5447629209356301,,,runs/transfer_matrix_memmap/llama/popqa__searchqa__act_vit__3.json
transfer,popqa,searchqa,Llama-3.1-8B-Instruct,act_vit,3,complete,n_tgt_test,21609.0,,,runs/transfer_matrix_memmap/llama/popqa__searchqa__act_vit__3.json
transfer,popqa,hotpotqa,Llama-3.1-8B-Instruct,act_vit,4,complete,auroc,0.578168908563831,,,runs/transfer_matrix_memmap/llama/popqa__hotpotqa__act_vit__4.json
transfer,popqa,hotpotqa,Llama-3.1-8B-Instruct,act_vit,4,complete,n_tgt_test,7405.0,,,runs/transfer_matrix_memmap/llama/popqa__hotpotqa__act_vit__4.json
transfer,popqa,mmlu,Llama-3.1-8B-Instruct,act_vit,4,complete,auroc,0.48967712886296105,,,runs/transfer_matrix_memmap/llama/popqa__mmlu__act_vit__4.json
transfer,popqa,mmlu,Llama-3.1-8B-Instruct,act_vit,4,complete,n_tgt_test,10269.0,,,runs/transfer_matrix_memmap/llama/popqa__mmlu__act_vit__4.json
transfer,popqa,nq,Llama-3.1-8B-Instruct,act_vit,4,complete,auroc,0.5111983880754474,,,runs/transfer_matrix_memmap/llama/popqa__nq__act_vit__4.json
